trial_overall,A_value_Hz,block,presented_pn_ratio,qp_update_intensity,presented_tone_power,correct_interval,response_interval,response_key,is_correct,rt,timestamp
83,100,main,0.8598457047539617,0.8598457047539617,0.8598457047539617,1,1,1,True,0.5741527089849114,1743655574.592891
84,300,main,0.33973728106755635,0.33973728106755635,0.33973728106755635,1,1,1,True,0.22813449997920543,1743655585.782368
85,900,main,0.11702418682235197,0.11702418682235197,0.11702418682235197,1,1,1,True,0.3423952499870211,1743655597.7371368
86,100,main,0.8505104253544621,0.8505104253544621,0.8505104253544621,2,2,2,True,0.3762436250108294,1743655608.765192
87,300,main,0.3304020016680567,0.3304020016680567,0.3304020016680567,1,1,1,True,0.4631949160248041,1743655620.500076
88,900,main,0.113023352793995,0.113023352793995,0.113023352793995,2,2,2,True,0.49251933401683345,1743655631.707104
89,100,main,0.8398415346121769,0.8398415346121769,0.8398415346121769,1,1,1,True,0.6011457080021501,1743655643.635701
90,300,main,0.32106672226855715,0.32106672226855715,0.32106672226855715,2,2,2,True,0.44463804096449167,1743655655.882347
91,900,main,0.1103561301084237,0.1103561301084237,0.1103561301084237,1,1,1,True,0.6228256670292467,1743655667.956703
92,900,main,0.10635529608006673,0.10635529608006673,0.10635529608006673,2,2,2,True,0.29990833398187533,1743655679.12231
93,900,main,0.10235446205170977,0.10235446205170977,0.10235446205170977,1,1,1,True,0.4231533750426024,1743655689.8795462
94,300,main,0.3130650542118432,0.3130650542118432,0.3130650542118432,2,1,1,False,1.0868446670356207,1743655702.490412
95,100,main,0.827839032527106,0.827839032527106,0.827839032527106,2,2,2,True,0.37515529204392806,1743655714.4629152
96,300,main,0.3557406171809842,0.3557406171809842,0.3557406171809842,1,1,1,True,0.5205302080139518,1743655725.731929
97,100,main,0.6851426188490409,0.6851426188490409,0.6851426188490409,1,2,2,False,1.3087013750337064,1743655737.84148
98,100,main,0.8651801501251043,0.8651801501251043,0.8651801501251043,1,1,1,True,0.9217097500222735,1743655749.16582
99,300,main,0.3490725604670559,0.3490725604670559,0.3490725604670559,2,1,1,False,0.6296635000035167,1743655761.230367
100,300,main,0.3850800667222686,0.3850800667222686,0.3850800667222686,2,2,2,True,0.36278650001622736,1743655773.0459058
101,300,main,0.38107923269391164,0.38107923269391164,0.38107923269391164,1,2,2,False,0.3587003750144504,1743655784.341991
102,900,main,0.09435279399499584,0.09435279399499584,0.09435279399499584,1,2,2,False,0.3299971250235103,1743655796.2201228
103,100,main,0.8585120934111761,0.8585120934111761,0.8585120934111761,2,2,2,True,0.31237266695825383,1743655807.884041
104,300,main,0.4117522935779817,0.4117522935779817,0.4117522935779817,2,2,2,True,0.5118028749711812,1743655820.099534
105,900,main,0.11435696413678066,0.11435696413678066,0.11435696413678066,1,1,1,True,1.1275749999913387,1743655832.392309
