trial_overall,A_value_Hz,block,presented_pn_ratio,qp_update_intensity,presented_tone_power,correct_interval,response_interval,response_key,is_correct,rt,timestamp
35,900,main,0.17036864053377818,0.17036864053377818,0.17036864053377818,1,1,1,True,0.2764430000097491,1743656965.424474
36,300,main,0.9998748957464555,0.9998748957464555,0.9998748957464555,1,1,1,True,0.14059158304007724,1743656977.575833
37,100,main,0.9518648874061719,0.9518648874061719,0.9518648874061719,2,2,2,True,0.4723120419657789,1743656989.116009
38,100,main,0.9278598832360301,0.9278598832360301,0.9278598832360301,2,2,2,True,0.3626560830161907,1743657000.329412
39,300,main,0.9772035029190993,0.9772035029190993,0.9772035029190993,1,1,1,True,0.44485408399486914,1743657012.6889548
40,900,main,0.15836613844870728,0.15836613844870728,0.15836613844870728,1,1,1,True,0.7548219580203295,1743657025.710274
41,100,main,0.9025212677231027,0.9025212677231027,0.9025212677231027,2,2,2,True,0.515243207977619,1743657038.066859
42,100,main,0.8745154295246039,0.8745154295246039,0.8745154295246039,1,1,1,True,0.3668846670188941,1743657060.0838609
43,900,main,0.14903085904920768,0.14903085904920768,0.14903085904920768,1,1,1,True,0.7111587499966845,1743657072.9736478
44,300,main,0.9531984987489576,0.9531984987489576,0.9531984987489576,1,1,1,True,0.43277379201026633,1743657085.0741818
45,300,main,0.9278598832360301,0.9278598832360301,0.9278598832360301,2,2,2,True,34.26497733400902,1743657130.792722
46,100,main,0.8171701417848207,0.8171701417848207,0.8171701417848207,1,1,1,True,0.9911795829539187,1743657143.4017751
47,100,main,0.7371534612176814,0.7371534612176814,0.7371534612176814,1,1,1,True,0.8201584169873968,1743657154.6843882
48,900,main,0.14236280233527943,0.14236280233527943,0.14236280233527943,1,1,1,True,1.298981916042976,1743657167.58196
49,100,main,0.7171492910758966,0.7171492910758966,0.7171492910758966,1,1,1,True,1.5551589590031654,1743657179.7888799
50,900,main,0.13569474562135114,0.13569474562135114,0.13569474562135114,2,2,2,True,1.138937084004283,1743657191.4687319
51,900,main,0.12902668890742286,0.12902668890742286,0.12902668890742286,1,1,1,True,0.8594791250070557,1743657203.3926022
52,100,main,0.7024795663052544,0.7024795663052544,0.7024795663052544,2,1,1,False,2.1757516659563407,1743657217.480424
53,300,main,0.89718682235196,0.89718682235196,0.89718682235196,2,2,2,True,0.692328458011616,1743657229.711017
54,300,main,0.8291726438698916,0.8291726438698916,0.8291726438698916,1,1,1,True,0.6387380829546601,1743657240.885498
55,900,main,0.12102502085070893,0.12102502085070893,0.12102502085070893,2,1,1,False,1.3642857499653473,1743657254.554579
56,900,main,0.1463636363636364,0.1463636363636364,0.1463636363636364,1,1,1,True,0.9977289580274373,1743657266.326381
57,100,main,0.8745154295246039,0.8745154295246039,0.8745154295246039,1,1,1,True,1.7403700000140816,1743657279.851709
58,300,main,0.7798290241868224,0.7798290241868224,0.7798290241868224,2,2,2,True,1.7174253750126809,1743657292.903476
59,900,main,0.14369641367806507,0.14369641367806507,0.14369641367806507,2,2,2,True,0.6584664580295794,1743657305.41275
60,100,main,0.8558448707256048,0.8558448707256048,0.8558448707256048,2,2,2,True,0.28125520900357515,1743657317.6786408
61,300,main,0.7491559633027524,0.7491559633027524,0.7491559633027524,2,2,2,True,0.3892954579787329,1743657330.174272
62,300,main,0.715815679733111,0.715815679733111,0.715815679733111,2,2,2,True,0.5921979999984615,1743657341.123627
63,900,main,0.14102919099249375,0.14102919099249375,0.14102919099249375,2,2,2,True,0.217763583001215,1743657352.8885021
64,300,main,0.6478015012510426,0.6478015012510426,0.6478015012510426,1,1,1,True,0.249526750005316,1743657363.780492
65,900,main,0.13836196830692246,0.13836196830692246,0.13836196830692246,2,2,2,True,0.5435286250431091,1743657375.3007941
66,300,main,0.5944570475396164,0.5944570475396164,0.5944570475396164,2,2,2,True,1.0424708340433426,1743657387.258911
67,300,main,0.5544487072560468,0.5544487072560468,0.5544487072560468,1,1,1,True,1.3707372919889167,1743657398.8435478
68,900,main,0.13569474562135114,0.13569474562135114,0.13569474562135114,2,2,2,True,4.179648833989631,1743657414.5065532
69,300,main,0.5077723102585489,0.5077723102585489,0.5077723102585489,2,2,2,True,0.9640666670165956,1743657426.5347881
70,300,main,0.43975813177648043,0.43975813177648043,0.43975813177648043,2,1,1,False,0.5898754170048051,1743657439.517117
71,900,main,0.13302752293577982,0.13302752293577982,0.13302752293577982,1,1,1,True,1.0921097079990432,1743657451.505545
72,900,main,0.13036030025020853,0.13036030025020853,0.13036030025020853,2,1,1,False,1.0390886249952018,1743657463.4919
73,900,main,0.14503002502085072,0.14503002502085072,0.14503002502085072,1,1,1,True,0.5384674169472419,1743657474.590323
74,100,main,0.8318398665554629,0.8318398665554629,0.8318398665554629,1,1,1,True,0.2965513749513775,1743657488.0937622
75,900,main,0.14369641367806507,0.14369641367806507,0.14369641367806507,1,1,1,True,0.6030125829856843,1743657500.468678
76,100,main,0.7798290241868224,0.7798290241868224,0.7798290241868224,1,1,1,True,1.3568488750024699,1743657512.32972
77,100,main,0.7464887406171811,0.7464887406171811,0.7464887406171811,2,1,1,False,2.5853498749784194,1743657526.118061
78,100,main,0.8825170975813179,0.8825170975813179,0.8825170975813179,2,2,2,True,1.1056847919826396,1743657538.200976
79,900,main,0.14102919099249375,0.14102919099249375,0.14102919099249375,2,2,2,True,1.1373340000282042,1743657550.9913821
80,300,main,0.6291309424520435,0.6291309424520435,0.6291309424520435,2,2,2,True,0.7360877500032075,1743657563.873479
81,300,main,0.6091267723102586,0.6091267723102586,0.6091267723102586,1,1,1,True,1.353141833038535,1743657575.4750662
82,100,main,0.8718482068390326,0.8718482068390326,0.8718482068390326,2,2,2,True,1.7004986249958165,1743657588.751596
83,900,main,0.1396955796497081,0.1396955796497081,0.1396955796497081,1,1,1,True,0.6904919579974376,1743657601.02629
84,100,main,0.862512927439533,0.862512927439533,0.862512927439533,1,1,1,True,0.9495291250059381,1743657613.262358
85,900,main,0.13836196830692246,0.13836196830692246,0.13836196830692246,2,2,2,True,0.2089312500320375,1743657623.8593438
86,100,main,0.8505104253544621,0.8505104253544621,0.8505104253544621,1,1,1,True,0.7220386660192162,1743657637.085312
87,100,main,0.8371743119266056,0.8371743119266056,0.8371743119266056,1,1,1,True,0.31393258296884596,1743657647.476438
88,100,main,0.8198373644703921,0.8198373644703921,0.8198373644703921,2,2,2,True,0.5051557919941843,1743657658.9082072
89,300,main,0.5917898248540451,0.5917898248540451,0.5917898248540451,1,1,1,True,0.7446435000165366,1743657671.4547892
90,100,main,0.7864970809007507,0.7864970809007507,0.7864970809007507,1,1,1,True,0.20169212500331923,1743657683.543228
91,100,main,0.7438215179316098,0.7438215179316098,0.7438215179316098,2,2,2,True,1.6565467920154333,1743657696.908179
92,300,main,0.5744528773978316,0.5744528773978316,0.5744528773978316,1,1,1,True,0.8571077090455219,1743657710.153307
93,100,main,0.7211501251042536,0.7211501251042536,0.7211501251042536,2,2,2,True,0.6487776249996386,1743657722.7625542
94,300,main,0.5544487072560468,0.5544487072560468,0.5544487072560468,2,2,2,True,0.3337144999532029,1743657734.3042681
95,300,main,0.5211084236864054,0.5211084236864054,0.5211084236864054,2,2,2,True,0.4520608749589883,1743657744.813139
96,300,main,0.3730775646371977,0.3730775646371977,0.3730775646371977,2,2,2,True,0.33573600003728643,1743657755.668871
97,300,main,0.35307339449541286,0.35307339449541286,0.35307339449541286,2,2,2,True,0.8749201250029728,1743657767.11025
98,300,main,0.3317356130108424,0.3317356130108424,0.3317356130108424,2,1,1,False,1.0139690830255859,1743657778.9284081
99,300,main,0.5331109257714763,0.5331109257714763,0.5331109257714763,1,1,1,True,0.33831262501189485,1743657790.379144
100,900,main,0.1370283569641368,0.1370283569641368,0.1370283569641368,1,2,2,False,0.8598462920053862,1743657802.929605
101,300,main,0.4997706422018349,0.4997706422018349,0.4997706422018349,2,1,1,False,0.5189038329990581,1743657814.514436
102,900,main,0.14769724770642204,0.14769724770642204,0.14769724770642204,2,2,2,True,1.012908167031128,1743657826.924083
103,900,main,0.14769724770642204,0.14769724770642204,0.14769724770642204,2,2,2,True,0.7159817080246285,1743657838.633705
104,100,main,0.7038131776480401,0.7038131776480401,0.7038131776480401,2,2,2,True,0.8777372919721529,1743657851.2905002
105,900,main,0.1463636363636364,0.1463636363636364,0.1463636363636364,1,1,1,True,0.4238898329786025,1743657862.796305
