trial_overall,A_value_Hz,block,presented_pn_ratio,qp_update_intensity,presented_tone_power,correct_interval,response_interval,response_key,is_correct,rt,timestamp
60,100,main,0.6664720600500418,0.6664720600500418,0.6664720600500418,2,1,1,False,0.6026500840089284,1743687906.161385
61,300,main,0.3864136780650543,0.3864136780650543,0.3864136780650543,2,2,2,True,0.27659629203844815,1743687916.085751
62,100,main,0.8225045871559634,0.8225045871559634,0.8225045871559634,2,1,1,False,0.4253281250130385,1743687926.010768
63,100,main,1.0478849040867388,1.0478849040867388,1.0478849040867388,2,1,1,False,0.38739695894764736,1743687935.9196339
64,900,main,0.21171059216013347,0.21171059216013347,0.21171059216013347,1,1,1,True,0.15199866599868983,1743687945.823092
65,300,main,0.3730775646371977,0.3730775646371977,0.3730775646371977,2,1,1,False,0.43900883302558213,1743687955.7846699
66,100,main,1.2439257714762302,1.2439257714762302,1.2439257714762302,2,2,2,True,0.8588546250248328,1743687966.1630561
67,100,main,1.233256880733945,1.233256880733945,1.233256880733945,2,2,2,True,0.5877555410261266,1743687976.168125
68,300,main,0.4597623019182653,0.4597623019182653,0.4597623019182653,1,1,1,True,0.2359191250288859,1743687986.0658
69,900,main,0.20104170141784822,0.20104170141784822,0.20104170141784822,2,2,2,True,0.391889207996428,1743687995.976932
70,100,main,1.2225879899916596,1.2225879899916596,1.2225879899916596,2,2,2,True,0.546301832946483,1743688006.13864
71,100,main,1.210585487906589,1.210585487906589,1.210585487906589,1,1,1,True,0.17856829095399007,1743688016.016686
72,300,main,0.44509257714762307,0.44509257714762307,0.44509257714762307,2,2,2,True,0.5488940830109641,1743688026.108931
73,100,main,1.194582151793161,1.194582151793161,1.194582151793161,2,2,2,True,0.310238708043471,1743688036.171217
74,300,main,0.4317564637197665,0.4317564637197665,0.4317564637197665,2,1,1,False,0.5209969590068795,1743688051.4049978
75,900,main,0.18637197664720603,0.18637197664720603,0.18637197664720603,1,1,1,True,0.26466762501513585,1743688061.4163048
76,300,main,0.5531150959132611,0.5531150959132611,0.5531150959132611,1,1,1,True,0.21173845801968127,1743688070.922766
77,300,main,0.5317773144286906,0.5317773144286906,0.5317773144286906,1,1,1,True,0.4564988339552656,1743688081.333292
78,300,main,0.5131067556296914,0.5131067556296914,0.5131067556296914,2,2,2,True,0.522842500009574,1743688091.838648
79,100,main,0.9518648874061719,0.9518648874061719,0.9518648874061719,2,2,2,True,0.27561291703023016,1743688102.4478679
80,900,main,0.15569891576313596,0.15569891576313596,0.15569891576313596,2,2,2,True,0.2103184589650482,1743688112.243854
81,900,main,0.15036447039199335,0.15036447039199335,0.15036447039199335,1,1,1,True,0.4457472920184955,1743688122.317518
82,300,main,0.4944361968306923,0.4944361968306923,0.4944361968306923,2,1,1,False,0.5792877090279944,1743688132.4156501
83,100,main,0.9291934945788157,0.9291934945788157,0.9291934945788157,1,1,1,True,0.2383396250079386,1743688142.9699578
84,900,main,0.14769724770642204,0.14769724770642204,0.14769724770642204,2,2,2,True,0.2215547920204699,1743688152.920183
85,900,main,0.14369641367806507,0.14369641367806507,0.14369641367806507,2,2,2,True,0.269982333004009,1743688162.943846
86,100,main,0.9105229357798166,0.9105229357798166,0.9105229357798166,1,1,1,True,0.24382820795290172,1743688172.894984
87,100,main,0.8931859883236031,0.8931859883236031,0.8931859883236031,1,1,1,True,0.280556040990632,1743688182.8041222
88,100,main,0.8731818181818183,0.8731818181818183,0.8731818181818183,1,1,1,True,0.23709583299933001,1743688192.4863381
89,900,main,0.1396955796497081,0.1396955796497081,0.1396955796497081,1,1,1,True,0.2618042920366861,1743688202.194768
90,300,main,0.6411334445371143,0.6411334445371143,0.6411334445371143,2,2,2,True,0.24295979202724993,1743688212.347688
91,300,main,0.6237964970809008,0.6237964970809008,0.6237964970809008,2,2,2,True,0.24919699999736622,1743688222.0891159
92,900,main,0.13569474562135114,0.13569474562135114,0.13569474562135114,1,1,1,True,0.8084321249625646,1743688232.3501859
93,100,main,0.8451759799833195,0.8451759799833195,0.8451759799833195,2,2,2,True,0.3381251670070924,1743688242.332084
94,900,main,0.12102502085070893,0.12102502085070893,0.12102502085070893,1,1,1,True,0.2507999580120668,1743688251.994932
95,100,main,0.7998331943286072,0.7998331943286072,0.7998331943286072,2,1,1,False,0.31272779195569456,1743688261.685216
96,900,main,0.11569057547956632,0.11569057547956632,0.11569057547956632,2,1,1,False,0.3969192499644123,1743688271.960949
97,300,main,0.6091267723102586,0.6091267723102586,0.6091267723102586,1,1,1,True,0.26667066698428243,1743688281.9935749
98,900,main,0.14503002502085072,0.14503002502085072,0.14503002502085072,1,1,1,True,0.2697504159878008,1743688291.714865
99,100,main,0.947864053377815,0.947864053377815,0.947864053377815,2,2,2,True,0.24308041704352945,1743688301.624694
100,100,main,0.9438632193494579,0.9438632193494579,0.9438632193494579,1,1,1,True,0.28441058297175914,1743688311.40214
101,100,main,0.9411959966638866,0.9411959966638866,0.9411959966638866,2,2,2,True,0.21513570798560977,1743688321.1751528
102,300,main,0.5931234361968307,0.5931234361968307,0.5931234361968307,2,2,2,True,0.1395633749780245,1743688330.967861
103,100,main,0.9385287739783154,0.9385287739783154,0.9385287739783154,2,2,2,True,0.2834950420074165,1743688340.7617311
104,300,main,0.4424253544620518,0.4424253544620518,0.4424253544620518,1,1,1,True,0.1858043329557404,1743688350.4811578
105,100,main,0.9345279399499584,0.9345279399499584,0.9345279399499584,1,1,1,True,0.20293941599084064,1743688360.155133
